,angle
1020,128.80207048139377
1021,131.20433738503382
1022,119.19551834870505
1023,178.62770232762142
1024,156.55302423675428
1025,157.48242182646442
1026,79.62357499372008
1027,85.73267717833698
1028,131.69988705992165
1029,148.1407062470787
1030,137.91145527902535
1031,177.7447669389395
1032,172.38315430777388
1033,179.27085706837067
1034,102.49348792838322
1035,94.68918258159805
1036,118.91135405484997
1037,147.15317746295702
1038,121.99531204735597
1039,177.22967901794647
1040,176.62981252958306
1041,178.72189384523645
1042,106.13618087157204
1043,88.61141871069059
1044,72.50583229884337
1045,124.24872274192285
1046,92.21775534602135
1047,171.1352900514206
1048,165.90221754948237
1049,179.2914718676568
1050,105.13343121364198
1051,101.82702627999164
1052,120.46858699963994
1053,149.01109389227292
1054,125.2489429960373
1055,162.02426542957738
1056,
1057,159.7133603931164
1058,
1059,163.76977385206578
1060,125.33944512066012
1061,113.21830229941561
1062,98.01018976934077
1063,171.17806676122038
1064,171.87780903847604
1065,171.0741732482031
1066,99.32109008543938
1067,82.46112690016162
1068,90.74517099640997
1069,127.37879377616314
1070,100.8073799016302
1071,176.5478043388094
1072,175.57150752760123
1073,179.81473637909113
1074,109.06209554553342
1075,90.62359868482181
1076,95.15072583474819
1077,129.09882805885326
1078,106.5455894833893
1079,178.71114534746116
1080,162.37810729792693
1081,171.04649168020487
1082,100.57120954125601
1083,84.24264525434599
1084,84.79308268376263
1085,123.10598143399757
1086,102.3946081718038
1087,175.57485529540898
1088,
1089,176.65107623749927
1090,
1091,167.7519501364531
1092,134.67194905517098
1093,153.65635672350575
1094,128.60960656815433
1095,165.80336139866893
1096,
1097,174.62564566985887
1098,
1099,176.0571640508406
1100,154.5282263012961
1101,171.70571733841172
1102,143.3448559016925
1103,146.5312417590369
1104,156.6159958745042
1105,157.70306675763788
1106,179.75118885275626
1107,42.71094950907658
1108,124.14996014559489
1109,82.31644787311406
1110,91.12334773655618
1111,179.8383480466553
1112,168.4838181528287
1113,158.45959482510003
1114,99.12836070987066
1115,90.73055054447256
1116,151.19306285229595
1117,95.74309991628508
1118,155.68831565199082
1119,106.44700478230456
1120,164.4999371182648
1121,
1122,97.55604495598851
1123,25.524470958038684
1124,134.12399421559093
1125,145.39101862353706
1126,137.9770038497839
1127,177.7841509461212
1128,175.86051922474078
1129,177.90515697709736
1130,93.35421638682243
1131,106.5301712818081
1132,150.99214470457937
1133,115.19099070960786
1134,179.21285334922763
1135,118.4424652792448
1136,173.15690132019574
1137,168.2371743081981
1138,112.77405600480904
1139,105.34655935653798
1140,117.37102319505428
1141,138.4716021032814
1142,113.71927773462227
1143,179.7364623379023
1144,
1145,157.5633305932807
1146,
1147,155.13165929407418
1148,113.24039330568306
1149,179.64131142753942
1150,176.79143023117504
1151,172.75695221027053
1152,171.38693437367562
1153,174.52237614264854
1154,94.4582504581424
1155,90.3216492639937
1156,117.94372454095526
1157,127.5043352800001
1158,135.27879558525007
1159,173.3276536972924
1160,176.4970049355655
1161,175.43905129820413
1162,100.69934269895879
1163,99.45635623993823
1164,157.78450003063304
1165,128.4798876018089
1166,169.8088390926583
1167,137.1754794588924
1168,171.2173944831782
1169,166.45634180836862
1170,109.71127345518968
1171,94.5386738783797
1172,114.57516049959537
1173,142.44543223283247
1174,131.69314341601626
1175,173.66265840716903
1176,179.8835133609193
1177,24.714628518360463
1178,101.4115093990913
1179,31.747607883990405
1180,117.51328834088494
1181,134.2546102926267
1182,119.89124865957538
1183,162.6659656025237
1184,168.58308383774877
1185,165.48937122754427
1186,175.92871040376934
1187,41.13936765064819
1188,147.6736542649528
1189,90.02100966042022
1190,104.00504823619086
1191,171.88256368827408
1192,177.49852806361764
1193,178.63720248597275
1194,97.51793121839786
1195,88.96634872486634
1196,96.84845348971038
1197,117.12348579916173
1198,29.362663517410432
1199,43.98501100068586
1200,172.68284981113197
1201,155.72532818740532
1202,123.93262538993062
1203,100.89522246867757
1204,83.158828225864
1205,114.47775888932821
1206,112.51624228531482
1207,174.4346868315851
1208,174.36215106170994
1209,173.25234136498818
1210,12.431689553571193
1211,9.389210227224266
1212,177.91034700486296
1213,178.3558558435905
1214,179.4388137292479
1215,177.57532586927138
1216,
1217,171.20723682907564
1218,
1219,168.48313121963668
1220,95.70732074240578
1221,170.25514497435717
1222,177.7499067560475
1223,179.07102122770524
1224,175.9412538551143
1225,177.4893921334443
1226,96.72742950475003
1227,101.26502275244368
1228,147.95178224703136
1229,125.67080687767745
1230,179.62110774489568
1231,133.07887233619883
1232,170.0411717720345
1233,177.17622769746603
1234,93.30784053313747
1235,101.35499062021006
1236,135.40788295791808
1237,110.24604484114346
1238,178.8005047094935
1239,115.36872083321386
1240,177.41464587410115
1241,177.1622228016677
1242,103.0367066963766
1243,95.89573231653277
1244,89.69091657498842
1245,132.39108834542643
1246,103.29914549619203
1247,177.3559992662736
1248,144.20483736812372
1249,154.82239931263678
1250,85.15364386677375
1251,76.29152468167447
1252,121.76630567207346
1253,157.83554789599302
1254,
1255,
1256,170.09345316514057
1257,167.0097329302678
1258,83.8476160633476
1259,93.0501663981457
1260,140.3852511318588
1261,109.97866502322348
1262,178.205266092387
1263,119.7291842929944
1264,147.1841719347914
1265,150.22391103744778
1266,144.8372686749652
1267,141.82436358302962
1268,132.59468770648638
1269,119.66400805941132
1270,164.77062196108818
1271,85.64794588309917
1272,174.83983371607104
1273,177.30006266602678
1274,105.81135780146113
1275,108.53216439588488
1276,122.81732364368995
1277,145.45023294761728
1278,128.84068663770114
1279,177.09238678118237
1280,156.6159958745042
1281,157.70306675763788
1282,179.75118885275626
1283,42.71094950907658
1284,124.14996014559489
1285,82.31644787311406
1286,91.12334773655618
1287,179.8383480466553
1288,177.49852806361764
1289,178.63720248597275
1290,97.51793121839786
1291,88.96634872486634
1292,96.84845348971038
1293,117.12348579916173
1294,29.362663517410432
1295,43.98501100068586
1296,176.4970049355655
1297,175.43905129820413
1298,100.69934269895879
1299,99.45635623993823
1300,157.78450003063304
1301,128.4798876018089
1302,169.8088390926583
1303,137.1754794588924
1304,
1305,150.75360743690905
1306,
1307,22.154361781435824
1308,122.88447109344534
1309,154.04427925071786
1310,119.99224444993553
1311,174.6380876174616
1312,173.15690132019574
1313,168.2371743081981
1314,112.77405600480904
1315,105.34655935653798
1316,117.37102319505428
1317,138.4716021032814
1318,113.71927773462227
1319,179.7364623379023
1320,173.28739268614575
1321,172.25743382124335
1322,173.49318189761084
1323,176.05861397477307
1324,114.61819490382922
1325,149.05036222150605
1326,119.23782166621461
1327,173.4409186649531
1328,163.5713537121289
1329,161.68260822816825
1330,93.33710337929759
1331,93.80511286210228
1332,127.3053977436436
1333,100.81751823757705
1334,178.5607600436211
1335,110.81197495673285
1336,
1337,176.65107623749927
1338,
1339,167.7519501364531
1340,134.67194905517098
1341,153.65635672350575
1342,128.60960656815433
1343,165.80336139866893
1344,171.5774967200232
1345,167.3394199018309
1346,176.90931123039263
1347,176.63429955024753
1348,126.61153887846099
1349,140.7175150509232
1350,114.12048630287043
1351,177.48157485164162
1352,175.68350799000555
1353,177.7078669603414
1354,109.64301127000306
1355,86.93129750374312
1356,105.06291505104329
1357,139.13695428720243
1358,123.12288679345444
1359,177.27005915899414
1360,170.0411717720345
1361,177.17622769746603
1362,93.30784053313747
1363,101.35499062021006
1364,135.40788295791808
1365,110.24604484114346
1366,178.8005047094935
1367,115.36872083321386
1368,179.8708182959285
1369,162.61930045195487
1370,110.84130792838837
1371,97.10740952452439
1372,120.95810429868757
1373,148.6160960293357
1374,134.59304031368026
1375,178.3812563369785
1376,169.30366515980322
1377,166.93137875336123
1378,117.94158021979906
1379,76.9734937282354
1380,124.73845735308319
1381,158.604192664451
1382,141.3218647304808
1383,177.01837308523486
1384,
1385,161.84542749607584
1386,
1387,161.2885407001662
1388,124.09140844078856
1389,117.25327682123486
1390,171.1900407049922
1391,111.46346296452978
1392,175.52080080537067
1393,172.56532843316785
1394,90.14360141330843
1395,105.24537907464311
1396,161.92160721123847
1397,123.31194394644359
1398,179.09406846055415
1399,134.48273451031483
1400,
